zip,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,city,latitude,longitude,ports_within_radius,evs_within_radius,evs_per_port_in_zip,evs_per_port_nearby,access_class
92655,349,81,0,0,0,0,0,,33.74606,-117.98765,3386.0,113364,,33.48021264028352,"Fewer than 1,000 EVs"
92656,5359,1608,18,37,2,39,16,Aliso Viejo,33.57518,-117.73036,2180.0,104834,137.4102564102564,48.08899082568807,Locally sparse - chargers nearby
92657,2416,958,10,15,2,17,9,Newport Beach,33.59571,-117.83069,3064.0,106395,142.11764705882354,34.724216710182766,Locally sparse - chargers nearby
92660,4814,1901,92,167,24,191,48,Newport Beach,33.63375,-117.87504,3319.0,108217,25.20418848167539,32.60530280204881,Well served
92661,302,125,0,0,0,0,0,,33.60231,-117.89872,2673.0,63915,,23.911335578002245,"Fewer than 1,000 EVs"
92662,252,93,0,0,0,0,0,,33.60547,-117.89218,2900.0,67867,,23.40241379310345,"Fewer than 1,000 EVs"
92663,2042,840,13,28,0,28,20,Newport Beach,33.62328,-117.93022,2389.0,73296,72.92857142857143,30.680619506069487,Locally sparse - chargers nearby
92672,2813,1019,13,15,69,84,50,San Clemente,33.3825,-117.5403,133.0,12635,33.48809523809524,95.0,Locally fine - crowded region
92673,3471,1292,6,3,31,34,22,San Clemente,33.46611,-117.61204,393.0,25601,102.08823529411765,65.14249363867684,Locally sparse - chargers nearby
92675,3050,1039,13,18,27,45,7,San Juan Capistrano,33.49977,-117.65366,546.0,48357,67.77777777777777,88.56593406593407,Isolated - underserved by both measures
92676,197,69,0,0,0,0,0,,33.75306,-117.63534,1118.0,73988,,66.17889087656529,"Fewer than 1,000 EVs"
92677,7355,2290,10,15,5,20,0,Laguna Niguel,33.52777,-117.70523,1041.0,75693,367.75,72.71181556195965,Isolated - underserved by both measures
92678,22,13,0,0,0,0,0,,33.64627,-117.50662,180.0,24629,,136.82777777777778,"Fewer than 1,000 EVs"
92679,4563,1510,1,1,0,1,0,Coto De Caza,33.65274,-117.56048,385.0,38144,4563.0,99.07532467532468,Isolated - underserved by both measures
92683,5242,1334,17,45,26,71,28,Westminster,33.75242,-117.99383,3296.0,104189,73.83098591549296,31.610740291262136,Locally sparse - chargers nearby
92688,3793,1081,3,8,11,19,4,Rancho Santa Margarita,33.61737,-117.61131,1263.0,65960,199.6315789473684,52.22486144101346,Locally sparse - chargers nearby
92691,3829,1124,5,1,46,47,17,Mission Viejo,33.61051,-117.66627,1511.0,99810,81.46808510638297,66.05559232296493,Locally sparse - chargers nearby
92692,4905,1471,15,32,4,36,2,Mission Viejo,33.60948,-117.64396,1439.0,94100,136.25,65.39263377345378,Locally sparse - chargers nearby
92694,5793,1777,24,43,8,51,4,Mission Viejo,33.51502,-117.58065,422.0,50983,113.58823529411765,120.81279620853081,Isolated - underserved by both measures
92697,23,16,3,6,0,6,2,Irvine,33.65061,-117.85091,3477.0,122329,3.8333333333333335,35.18234109864826,"Fewer than 1,000 EVs"
92701,1032,204,34,51,80,131,34,Santa Ana,33.7486,-117.85877,4376.0,144289,7.877862595419847,32.97280621572212,Well served
92703,1311,282,5,6,2,8,5,Santa Ana,33.74853,-117.90621,4067.0,138344,163.875,34.016228178018196,Locally sparse - chargers nearby
92704,2466,594,7,6,20,26,10,Santa Ana,33.72038,-117.90807,3998.0,122880,94.84615384615384,30.735367683841922,Locally sparse - chargers nearby
92705,4187,1326,17,219,23,242,12,Santa Ana,33.755,-117.81488,3964.0,127326,17.301652892561982,32.12058526740666,Well served
92706,1287,343,10,16,0,16,0,Santa Ana,33.76602,-117.88174,3976.0,143284,80.4375,36.03722334004024,Locally sparse - chargers nearby
92707,1312,325,12,28,0,28,8,Santa Ana,33.70991,-117.87045,4049.0,135618,46.857142857142854,33.494196097801925,Well served
92708,5544,1703,17,24,40,64,24,Fountain Valley,33.71046,-117.95132,3447.0,106355,86.625,30.85436611546272,Locally sparse - chargers nearby
92780,2641,700,42,67,80,147,6,Tustin,33.73685,-117.81968,4025.0,129078,17.965986394557824,32.069068322981366,Well served
92782,4357,1292,12,11,20,31,2,Tustin,33.72833,-117.79753,3940.0,124233,140.5483870967742,31.531218274111676,Locally sparse - chargers nearby
92801,2220,441,21,36,70,106,21,Anaheim,33.84441,-117.95175,2515.0,124035,20.943396226415093,49.31809145129225,Well served
92802,1463,291,149,339,0,339,30,Anaheim,33.80831,-117.9237,3349.0,129756,4.315634218289086,38.74469991042102,Well served
92804,3205,666,6,39,0,39,0,Anaheim,33.81801,-117.97517,2782.0,117424,82.17948717948718,42.20848310567937,Locally sparse - chargers nearby
92805,3073,696,41,76,49,125,16,Anaheim,33.83003,-117.90568,2949.0,122114,24.584,41.40861308918277,Well served
92806,1823,486,20,70,26,96,23,Anaheim,33.83884,-117.87054,2543.0,109534,18.989583333333332,43.07274872198191,Well served
92807,3703,1168,11,8,27,35,3,Anaheim,33.85001,-117.78946,1935.0,84566,105.8,43.703359173126614,Locally sparse - chargers nearby
92808,2478,744,2,1,20,21,21,Anaheim,33.85623,-117.74018,850.0,77463,118.0,91.1329411764706,Isolated - underserved by both measures
92821,3822,1100,20,67,54,121,17,Brea,33.92997,-117.86986,2067.0,102098,31.58677685950413,49.394291243347844,Well served
92823,866,310,1,2,0,2,2,Brea,33.92536,-117.80024,1436.0,85133,433.0,59.28481894150418,"Fewer than 1,000 EVs"
92831,2004,632,51,82,4,86,4,Fullerton,33.8795,-117.89607,2362.0,117111,23.302325581395348,49.58128704487722,Well served
92832,1154,320,50,97,29,126,14,Fullerton,33.86871,-117.92914,2423.0,108238,9.158730158730158,44.67106892282295,Well served
92833,4519,1111,11,20,4,24,0,Fullerton,33.88051,-117.96112,2434.0,108655,188.29166666666666,44.6405094494659,Locally sparse - chargers nearby
92835,2750,861,7,10,0,10,1,Fullerton,33.90171,-117.91529,2227.0,112798,275.0,50.65020206555905,Locally sparse - chargers nearby
92840,2443,551,6,14,36,50,6,Garden Grove,33.78584,-117.93202,3737.0,129707,48.86,34.70885737222371,Well served
92841,1878,428,0,0,0,0,0,,33.7868,-117.98207,3149.0,116745,,37.07367418228009,Locally sparse - chargers nearby
92843,1915,431,1,2,0,2,2,Garden Grove,33.76399,-117.93153,3712.0,132397,957.5,35.66729525862069,Locally sparse - chargers nearby
92844,1243,273,1,0,2,2,0,Garden Grove,33.76561,-117.96952,3616.0,118762,621.5,32.843473451327434,Locally sparse - chargers nearby
92845,929,256,1,0,16,16,0,Garden Grove,33.78292,-118.0264,2938.0,109483,58.0625,37.264465622872706,"Fewer than 1,000 EVs"
92860,911,282,4,0,8,8,3,Norco,33.9262,-117.54913,564.0,40225,113.875,71.3209219858156,"Fewer than 1,000 EVs"
92861,782,295,0,0,0,0,0,,33.81801,-117.81031,2593.0,103667,,39.979560354801386,"Fewer than 1,000 EVs"
92865,1299,431,1,0,6,6,0,Orange,33.82887,-117.84925,2601.0,114833,216.5,44.14955786236063,Locally sparse - chargers nearby
92866,596,192,8,15,0,15,0,Orange,33.78453,-117.84479,3845.0,121422,39.733333333333334,31.57919375812744,"Fewer than 1,000 EVs"
92867,3071,1036,8,12,12,24,4,Orange,33.81443,-117.79617,2680.0,94700,127.95833333333333,35.33582089552239,Locally sparse - chargers nearby
92868,1303,286,68,117,22,139,23,Orange,33.78799,-117.87637,3799.0,139382,9.37410071942446,36.68912871808371,Well served
92869,2645,854,2,4,0,4,0,Orange,33.79479,-117.7621,2918.0,104901,661.25,35.94962302947224,Locally sparse - chargers nearby
92870,3584,1083,5,7,1,8,1,Placentia,33.88087,-117.85522,2131.0,107917,448.0,50.64148287189113,Locally sparse - chargers nearby
92879,2040,527,10,10,11,21,9,Corona,33.87979,-117.5357,281.0,31578,97.14285714285714,112.37722419928825,Isolated - underserved by both measures
92880,5936,1511,6,9,5,14,4,Corona,33.92096,-117.61052,599.0,49143,424.0,82.04173622704508,Isolated - underserved by both measures
92881,2296,686,4,5,27,32,23,Corona,33.82163,-117.56763,176.0,23539,71.75,133.7443181818182,Isolated - underserved by both measures
92882,3635,949,18,27,18,45,13,Corona,33.86367,-117.59989,275.0,38024,80.77777777777777,138.26909090909092,Isolated - underserved by both measures
92883,3762,877,3,6,0,6,2,Corona,33.75994,-117.47827,96.0,17419,627.0,181.44791666666666,Isolated - underserved by both measures
92886,5832,1875,16,30,22,52,6,Yorba Linda,33.89517,-117.80154,1885.0,85873,112.15384615384616,45.55596816976127,Locally sparse - chargers nearby
92887,2388,796,2,5,3,8,4,Yorba Linda,33.88727,-117.73389,796.0,66013,298.5,82.93090452261306,Isolated - underserved by both measures
93001,1572,480,21,62,8,70,17,Ventura,34.35321,-119.31868,231.0,4187,22.457142857142856,18.125541125541126,Well served
93003,2373,609,20,33,35,68,25,Ventura,34.28434,-119.22256,339.0,13450,34.89705882352941,39.67551622418879,Well served
93004,1351,338,5,10,0,10,2,Ventura,34.27901,-119.16537,458.0,12987,135.1,28.35589519650655,Locally sparse - chargers nearby
93010,2509,665,34,62,56,118,16,Camarillo,34.23007,-119.07437,450.0,19825,21.26271186440678,44.05555555555556,Well served
93012,2914,760,11,66,0,66,9,Camarillo,34.20518,-118.99309,546.0,25120,44.15151515151515,46.00732600732601,Well served
93013,800,207,7,28,2,30,3,Carpinteria,34.42697,-119.48032,63.0,2410,26.666666666666668,38.25396825396825,"Fewer than 1,000 EVs"
93015,628,106,3,8,1,9,0,Fillmore,34.40969,-118.87807,195.0,3349,69.77777777777777,17.174358974358974,"Fewer than 1,000 EVs"
93021,2721,794,94,174,12,186,2,Moorpark,34.30417,-118.88274,562.0,22900,14.629032258064516,40.74733096085409,Well served
93022,242,78,0,0,0,0,0,,34.40324,-119.29836,159.0,5490,,34.528301886792455,"Fewer than 1,000 EVs"
93023,1303,454,11,67,16,83,22,Ojai,34.50372,-119.24856,89.0,1545,15.698795180722891,17.359550561797754,Well served
93030,1204,267,8,11,8,19,2,Oxnard,34.2051,-119.1753,504.0,12033,63.36842105263158,23.875,Well served
93033,1134,197,40,68,2,70,2,Oxnard,34.15401,-119.12296,396.0,12574,16.2,31.752525252525253,Well served
93035,1351,404,6,11,0,11,2,Oxnard,34.19034,-119.22879,361.0,12033,122.81818181818181,33.33240997229917,Locally sparse - chargers nearby
93036,1589,360,21,26,30,56,37,Oxnard,34.24911,-119.15977,516.0,15901,28.375,30.815891472868216,Well served
93040,76,4,0,0,0,0,0,,34.59337,-118.93657,0.0,76,,,"Fewer than 1,000 EVs"
93041,519,112,7,12,0,12,2,Port Hueneme,34.14956,-119.17458,422.0,12033,43.25,28.51421800947867,"Fewer than 1,000 EVs"
93042,2,1,0,0,0,0,0,,33.24997,-119.50963,0.0,2,,,"Fewer than 1,000 EVs"
93043,3,1,0,0,0,0,0,,34.17001,-119.2026,442.0,12033,,27.22398190045249,"Fewer than 1,000 EVs"
93060,737,148,7,8,6,14,2,Santa Paula,34.36543,-119.09563,115.0,8776,52.642857142857146,76.31304347826087,"Fewer than 1,000 EVs"
93063,3543,1009,4,12,24,36,4,Simi Valley,34.30922,-118.69041,641.0,38503,98.41666666666667,60.06708268330733,Locally sparse - chargers nearby
93064,2,1,0,0,0,0,0,,34.24527,-118.69984,1114.0,56319,,50.5556552962298,"Fewer than 1,000 EVs"
93065,5173,1433,11,23,37,60,31,Simi Valley,34.26206,-118.77151,805.0,33566,86.21666666666667,41.69689440993789,Locally sparse - chargers nearby
93066,217,86,1,1,0,1,1,Somis,34.28851,-119.02848,439.0,15962,217.0,36.35990888382688,"Fewer than 1,000 EVs"
93067,77,19,0,0,0,0,0,,34.42162,-119.59277,251.0,6717,,26.760956175298805,"Fewer than 1,000 EVs"
93101,1216,396,45,82,31,113,24,Santa Barbara,34.41925,-119.70808,368.0,9246,10.761061946902656,25.125,Well served
93103,1022,329,6,16,2,18,12,Santa Barbara,34.43888,-119.68173,346.0,9246,56.77777777777778,26.722543352601157,Well served
93105,2006,684,6,6,22,28,6,Santa Barbara,34.52702,-119.76082,336.0,7636,71.64285714285714,22.726190476190474,Locally sparse - chargers nearby
93106,69,26,11,22,0,22,6,Santa Barbara,34.41719,-119.85111,351.0,7636,3.1363636363636362,21.754985754985753,"Fewer than 1,000 EVs"
93108,1533,554,11,26,8,34,10,Santa Barbara,34.44934,-119.60397,261.0,6717,45.088235294117645,25.735632183908045,Well served
93109,849,328,8,16,0,16,4,Santa Barbara,34.40662,-119.72682,368.0,9246,53.0625,25.125,"Fewer than 1,000 EVs"
93110,1220,403,6,41,0,41,5,Santa Barbara,34.43913,-119.7666,388.0,9246,29.75609756097561,23.829896907216494,Well served
93111,1254,383,5,7,0,7,0,Goleta,34.44932,-119.80223,376.0,7636,179.14285714285714,20.30851063829787,Locally sparse - chargers nearby
93117,1977,584,35,80,18,98,37,Goleta,34.49102,-120.08201,98.0,2449,20.1734693877551,24.989795918367346,Well served
93201,6,1,0,0,0,0,0,,35.8555,-119.48338,0.0,6,,,"Fewer than 1,000 EVs"
93202,43,4,0,0,0,0,0,,36.3187,-119.7076,100.0,1805,,18.05,"Fewer than 1,000 EVs"
93203,215,32,7,39,78,117,10,Arvin,35.12158,-118.8468,117.0,312,1.8376068376068375,2.6666666666666665,"Fewer than 1,000 EVs"
93204,80,23,4,3,8,11,0,Avenal,35.90819,-120.06776,127.0,89,7.2727272727272725,0.7007874015748031,"Fewer than 1,000 EVs"
93205,11,4,0,0,0,0,0,,35.5387,-118.45463,0.0,80,,,"Fewer than 1,000 EVs"
93206,9,5,7,0,44,44,10,Buttonwillow,35.44402,-119.47578,44.0,9,0.20454545454545456,0.20454545454545456,"Fewer than 1,000 EVs"
93207,5,0,0,0,0,0,0,,35.88721,-118.63153,0.0,27,,,"Fewer than 1,000 EVs"
93210,164,41,11,9,107,116,25,Coalinga,36.19519,-120.43245,116.0,164,1.4137931034482758,1.4137931034482758,"Fewer than 1,000 EVs"
93212,90,25,0,0,0,0,0,,36.01649,-119.56937,0.0,90,,,"Fewer than 1,000 EVs"
93215,479,66,10,23,14,37,6,Delano,35.7764,-119.18835,45.0,678,12.945945945945946,15.066666666666666,"Fewer than 1,000 EVs"
93218,7,0,0,0,0,0,0,,35.86194,-119.03822,0.0,68,,,"Fewer than 1,000 EVs"
93219,49,11,0,0,0,0,0,,35.87908,-119.28818,35.0,567,,16.2,"Fewer than 1,000 EVs"
93220,3,1,0,0,0,0,0,,35.3705,-118.78369,28.0,1149,,41.035714285714285,"Fewer than 1,000 EVs"
93221,264,60,3,5,0,5,0,Exeter,36.29637,-119.02992,34.0,515,52.8,15.147058823529411,"Fewer than 1,000 EVs"
93222,94,30,0,0,0,0,0,,34.89835,-119.25983,0.0,99,,,"Fewer than 1,000 EVs"
93223,78,14,5,8,0,8,0,Farmersville,36.30117,-119.20789,170.0,2178,9.75,12.811764705882354,"Fewer than 1,000 EVs"
93224,4,3,0,0,0,0,0,,35.21687,-119.58087,5.0,4,,0.8,"Fewer than 1,000 EVs"
93225,174,53,0,0,0,0,0,,34.78532,-119.04196,41.0,174,,4.2439024390243905,"Fewer than 1,000 EVs"
93226,2,1,0,0,0,0,0,,35.7476,-118.73462,0.0,3,,,"Fewer than 1,000 EVs"
93227,1,0,0,0,0,0,0,,36.34441,-119.41856,157.0,2530,,16.11464968152866,"Fewer than 1,000 EVs"
93230,1230,237,46,70,9,79,12,Hanford,36.28967,-119.62514,92.0,1273,15.569620253164556,13.83695652173913,Well served
93234,64,11,4,6,0,6,2,Huron,36.19608,-120.08477,115.0,64,10.666666666666666,0.5565217391304348,"Fewer than 1,000 EVs"
93235,37,4,0,0,0,0,0,,36.38507,-119.22314,121.0,2676,,22.115702479338843,"Fewer than 1,000 EVs"
93238,21,16,0,0,0,0,0,,35.82799,-118.47137,0.0,58,,,"Fewer than 1,000 EVs"
93239,9,3,7,3,113,116,40,Kettleman City,36.03293,-119.98645,120.0,89,0.07758620689655173,0.7416666666666667,"Fewer than 1,000 EVs"
93240,52,19,0,0,0,0,0,,35.62425,-118.4645,0.0,95,,,"Fewer than 1,000 EVs"
93241,97,15,3,11,0,11,0,Lamont,35.24922,-118.91224,108.0,2876,8.818181818181818,26.62962962962963,"Fewer than 1,000 EVs"
93242,24,8,0,0,0,0,0,,36.44115,-119.73024,79.0,482,,6.10126582278481,"Fewer than 1,000 EVs"
93243,27,6,6,4,64,68,26,Lebec,34.84057,-118.81769,68.0,27,0.39705882352941174,0.39705882352941174,"Fewer than 1,000 EVs"
93244,6,2,0,0,0,0,0,,36.3908,-118.99733,8.0,425,,53.125,"Fewer than 1,000 EVs"
93245,508,105,6,20,1,21,10,Lemoore,36.28614,-119.83405,49.0,568,24.19047619047619,11.591836734693878,"Fewer than 1,000 EVs"
93246,5,3,1,0,10,10,0,Highland,36.31921,-119.93135,15.0,557,0.5,37.13333333333333,"Fewer than 1,000 EVs"
93247,167,50,6,18,6,24,0,Lindsay,36.20234,-119.08277,56.0,558,6.958333333333333,9.964285714285714,"Fewer than 1,000 EVs"
93249,19,6,7,35,189,224,1,Lost Hills,35.67033,-119.85814,224.0,19,0.08482142857142858,0.08482142857142858,"Fewer than 1,000 EVs"
93250,138,31,6,6,10,16,0,McFarland,35.66456,-119.20278,67.0,617,8.625,9.208955223880597,"Fewer than 1,000 EVs"
93251,1,0,0,0,0,0,0,,35.37059,-119.69735,0.0,1,,,"Fewer than 1,000 EVs"
93252,5,2,0,0,0,0,0,,34.80685,-119.34664,0.0,99,,,"Fewer than 1,000 EVs"
93254,8,3,2,7,0,7,0,New Cuyama,34.92498,-119.74834,7.0,8,1.1428571428571428,1.1428571428571428,"Fewer than 1,000 EVs"
93255,5,1,0,0,0,0,0,,35.68292,-118.0798,0.0,31,,,"Fewer than 1,000 EVs"
93256,39,6,0,0,0,0,0,,35.96805,-119.31251,0.0,109,,,"Fewer than 1,000 EVs"
93257,816,144,9,30,12,42,6,Porterville,35.98708,-118.89493,42.0,865,19.428571428571427,20.595238095238095,"Fewer than 1,000 EVs"
93258,19,1,0,0,0,0,0,,36.05833,-119.15209,34.0,117,,3.4411764705882355,"Fewer than 1,000 EVs"
93260,1,1,0,0,0,0,0,,35.81909,-118.66116,0.0,8,,,"Fewer than 1,000 EVs"
93261,12,2,0,0,0,0,0,,35.81147,-119.11673,37.0,547,,14.783783783783784,"Fewer than 1,000 EVs"
93262,3,1,0,0,0,0,0,,36.50256,-118.68109,2.0,3,,1.5,"Fewer than 1,000 EVs"
93263,565,58,4,34,1,35,0,Shafter,35.48722,-119.27835,97.0,2001,16.142857142857142,20.628865979381445,"Fewer than 1,000 EVs"
93265,98,31,0,0,0,0,0,,36.20713,-118.70876,0.0,98,,,"Fewer than 1,000 EVs"
93266,12,5,0,0,0,0,0,,36.17176,-119.85628,21.0,520,,24.761904761904763,"Fewer than 1,000 EVs"
93267,49,16,0,0,0,0,0,,36.14279,-119.0742,58.0,235,,4.051724137931035,"Fewer than 1,000 EVs"
93268,102,23,2,5,0,5,1,Taft,35.16725,-119.40785,5.0,102,20.4,20.4,"Fewer than 1,000 EVs"
93270,49,9,0,0,0,0,0,,35.94703,-119.05669,34.0,903,,26.558823529411764,"Fewer than 1,000 EVs"
93271,59,20,2,3,0,3,2,Three Rivers,36.43661,-118.86903,3.0,65,19.666666666666668,21.666666666666668,"Fewer than 1,000 EVs"
93272,21,7,0,0,0,0,0,,36.04818,-119.34535,9.0,1121,,124.55555555555556,"Fewer than 1,000 EVs"
93274,1061,193,11,28,9,37,8,Tulare,36.17978,-119.37949,69.0,1941,28.675675675675677,28.130434782608695,Well served
93277,859,203,10,26,12,38,2,Visalia,36.29963,-119.38139,181.0,3664,22.605263157894736,20.243093922651934,"Fewer than 1,000 EVs"
93280,221,54,5,12,2,14,0,Wasco,35.65204,-119.44716,14.0,221,15.785714285714286,15.785714285714286,"Fewer than 1,000 EVs"
93283,17,4,0,0,0,0,0,,35.58478,-118.28854,0.0,28,,,"Fewer than 1,000 EVs"
93285,32,8,0,0,0,0,0,,35.72233,-118.50871,0.0,105,,,"Fewer than 1,000 EVs"
93286,96,22,5,8,0,8,0,Woodlake,36.45149,-119.1079,8.0,991,12.0,123.875,"Fewer than 1,000 EVs"
93287,2,0,0,0,0,0,0,,35.72387,-118.91958,0.0,2,,,"Fewer than 1,000 EVs"
93291,1665,342,26,37,41,78,2,Visalia,36.38931,-119.36838,152.0,3695,21.346153846153847,24.30921052631579,Well served
93292,773,181,11,15,5,20,4,Visalia,36.3763,-119.22183,121.0,2676,38.65,22.115702479338843,"Fewer than 1,000 EVs"
93301,287,94,51,89,15,104,6,Bakersfield,35.38428,-119.02057,419.0,3386,2.7596153846153846,8.081145584725537,"Fewer than 1,000 EVs"
93304,362,78,5,20,6,26,0,Bakersfield,35.33938,-119.02368,430.0,4153,13.923076923076923,9.658139534883722,"Fewer than 1,000 EVs"
93305,243,56,3,11,8,19,0,Bakersfield,35.38989,-118.98515,421.0,3386,12.789473684210526,8.042755344418053,"Fewer than 1,000 EVs"
93306,1146,250,4,22,2,24,0,Bakersfield,35.46595,-118.78445,24.0,1149,47.75,47.875,Well served
93307,670,122,6,8,2,10,0,Bakersfield,35.2487,-118.93253,189.0,3521,67.0,18.62962962962963,"Fewer than 1,000 EVs"
93308,717,153,21,31,97,128,2,Bakersfield,35.5498,-118.93389,128.0,717,5.6015625,5.6015625,"Fewer than 1,000 EVs"
93309,860,187,10,32,16,48,4,Bakersfield,35.34266,-119.06461,438.0,4056,17.916666666666668,9.26027397260274,"Fewer than 1,000 EVs"
93311,2539,490,17,24,22,46,6,Bakersfield,35.15378,-119.16567,46.0,4071,55.19565217391305,88.5,Locally fine - crowded region
93312,1634,368,2,5,8,13,0,Bakersfield,35.39186,-119.11954,449.0,4822,125.6923076923077,10.739420935412026,Locally sparse - chargers nearby
93313,1532,228,16,32,27,59,6,Bakersfield,35.16363,-119.04715,59.0,4838,25.966101694915253,82.0,Locally fine - crowded region
93314,1436,267,2,2,10,12,10,Bakersfield,35.385,-119.23741,142.0,3635,119.66666666666667,25.598591549295776,Locally sparse - chargers nearby
93401,2349,702,83,146,36,182,30,San Luis Obispo,35.23539,-120.61834,499.0,6318,12.906593406593407,12.661322645290582,Well served
93402,806,267,1,0,15,15,0,Baywood-Los Osos,35.29082,-120.8392,249.0,2486,53.733333333333334,9.983935742971887,"Fewer than 1,000 EVs"
93405,1025,311,23,44,49,93,30,San Luis Obispo,35.29672,-120.72618,378.0,4840,11.021505376344086,12.804232804232804,Well served
93407,15,2,12,23,0,23,2,San Luis Obispo,35.30747,-120.66986,370.0,4840,0.6521739130434783,13.08108108108108,"Fewer than 1,000 EVs"
93408,9,9,0,0,0,0,0,,35.32117,-120.71889,368.0,6130,,16.657608695652176,"Fewer than 1,000 EVs"
93410,5,0,0,0,0,0,0,,35.30428,-120.65683,370.0,3403,,9.197297297297297,"Fewer than 1,000 EVs"
93420,1689,507,9,15,48,63,2,Arroyo Grande,35.16682,-120.46617,116.0,5584,26.80952380952381,48.13793103448276,Well served
93422,1290,366,15,20,43,63,9,Atascadero,35.4638,-120.69007,147.0,2334,20.476190476190474,15.877551020408163,Well served
93424,133,57,3,7,0,7,5,Avila Beach,35.20141,-120.78394,418.0,5006,19.0,11.976076555023923,"Fewer than 1,000 EVs"
93426,38,8,2,0,3,3,1,Bradley,35.84682,-120.97233,12.0,38,12.666666666666666,3.1666666666666665,"Fewer than 1,000 EVs"
93427,321,113,3,6,20,26,2,Buellton,34.62724,-120.22465,94.0,860,12.346153846153847,9.148936170212766,"Fewer than 1,000 EVs"
93428,363,128,7,16,0,16,12,Cambria,35.58995,-121.02943,35.0,520,22.6875,14.857142857142858,"Fewer than 1,000 EVs"
93430,157,59,3,6,0,6,4,Cayucos,35.49214,-120.92422,32.0,1018,26.166666666666668,31.8125,"Fewer than 1,000 EVs"
93432,58,12,1,3,0,3,3,Creston,35.47686,-120.47228,5.0,58,19.333333333333332,11.6,"Fewer than 1,000 EVs"
93433,424,129,3,2,20,22,2,Grover Beach,35.12045,-120.61894,281.0,6421,19.272727272727273,22.85053380782918,"Fewer than 1,000 EVs"
