zip,ev_2025,ev_2021,station_count,l2_ports,dcfc_ports,total_ports,total_ports_2021,city
92408,354,58,94,175,47,222,18,San Bernardino
92410,471,68,28,76,10,86,8,San Bernardino
92411,252,46,3,6,0,6,0,San Bernardino
92413,4,0,0,0,0,0,0,
92415,25,9,2,22,0,22,0,San Bernardino
92423,16,3,0,0,0,0,0,
92427,7,3,0,0,0,0,0,
92501,677,179,22,42,27,69,47,Riverside
92502,10,6,0,0,0,0,0,
92503,3370,803,12,24,1,25,8,Riverside
92504,1762,407,14,28,0,28,4,Riverside
92505,1392,281,2,10,0,10,8,Riverside
92506,2459,744,3,13,2,15,13,Riverside
92507,2020,437,55,95,22,117,41,Riverside
92508,2288,513,4,6,1,7,0,Riverside
92509,2023,401,9,11,34,45,11,Riverside
92510,1,0,0,0,0,0,0,
92513,6,3,0,0,0,0,0,
92514,5,0,0,0,0,0,0,
92516,9,5,0,0,0,0,0,
92517,19,5,0,0,0,0,0,
92518,325,11,6,22,0,22,2,Riverside
92519,5,0,0,0,0,0,0,
92521,8,5,0,0,0,0,0,
92530,2006,413,6,10,27,37,33,Lake Elsinore
92531,8,3,0,0,0,0,0,
92532,2891,486,7,0,27,27,0,Lake Elsinore
92533,0,1,0,0,0,0,0,
92536,122,37,0,0,0,0,0,
92539,71,8,6,8,2,10,3,Anza
92543,563,96,3,4,2,6,4,Hemet
92544,822,168,0,0,0,0,0,
92545,1022,194,3,3,2,5,3,Hemet
92546,10,3,0,0,0,0,0,
92548,256,25,0,0,0,0,0,
92549,113,31,3,6,0,6,2,Idyllwild
92551,808,131,5,7,1,8,0,Moreno Valley
92552,15,8,0,0,0,0,0,
92553,1250,181,16,51,27,78,17,Moreno Valley
92554,1,2,0,0,0,0,0,
92555,1894,348,21,42,1,43,9,Moreno Valley
92556,5,2,0,0,0,0,0,
92557,1649,324,10,38,6,44,2,Moreno Valley
92561,69,14,0,0,0,0,0,
92562,3525,869,24,34,35,69,10,Murrieta
92563,4847,986,15,30,34,64,16,Murrieta
92564,23,14,0,0,0,0,0,
92566,1,0,0,0,0,0,0,
92567,210,44,0,0,0,0,0,
92570,1169,266,8,19,0,19,4,Perris
92571,1481,204,9,14,18,32,0,Perris
92572,9,7,0,0,0,0,0,
92575,1,1,0,0,0,0,0,
92581,9,1,0,0,0,0,0,
92582,629,115,1,2,0,2,2,San Jacinto
92583,541,84,1,2,0,2,0,San Jacinto
92584,3959,628,4,12,38,50,23,Menifee
92585,1523,216,0,0,0,0,0,
92586,595,129,1,2,0,2,0,Menifee
92587,855,253,0,0,0,0,0,
92589,39,15,0,0,0,0,0,
92590,367,107,11,28,1,29,9,Temecula
92591,2956,573,16,30,58,88,12,Temecula
92592,5446,1263,25,106,38,144,22,Temecula
92593,19,4,0,0,0,0,0,
92594,1,0,0,0,0,0,0,
92595,1408,311,4,13,4,17,3,Wildomar
92596,2876,397,4,23,0,23,0,Winchester
92600,1,0,0,0,0,0,0,
92601,0,1,0,0,0,0,0,
92602,5828,1482,16,20,11,31,8,Irvine
92603,3612,1244,64,109,1,110,6,Irvine
92604,2756,829,27,46,36,82,10,Irvine
92605,8,4,0,0,0,0,0,
92606,2983,770,20,45,2,47,4,Irvine
92607,39,10,0,0,0,0,0,
92608,1,0,0,0,0,0,0,
92609,13,7,0,0,0,0,0,
92610,1749,510,10,19,5,24,8,Lake Forest
92612,3491,930,130,259,17,276,56,Irvine
92614,3610,986,63,139,40,179,70,Irvine
92615,27,8,0,0,0,0,0,
92616,15,5,0,0,0,0,0,
92617,963,355,107,181,0,181,38,Irvine
92618,14710,3296,336,730,33,763,78,Irvine
92619,66,28,0,0,0,0,0,
92620,9716,2743,15,20,11,31,10,Irvine
92623,37,26,0,0,0,0,0,
92624,537,178,2,2,12,14,2,Dana Point
92625,1953,820,3,9,0,9,9,Newport Beach
92626,3686,1146,102,258,61,319,52,Costa Mesa
92627,3293,1139,5,7,20,27,2,Costa Mesa
92628,13,8,0,0,0,0,0,
92629,2582,866,12,24,0,24,6,Dana Point
92630,6598,1786,22,46,26,72,2,Lake Forest
92631,0,1,0,0,0,0,0,
92632,0,2,0,0,0,0,0,
92636,1,1,0,0,0,0,0,
92637,1104,271,9,14,3,17,7,Laguna Woods
92638,1,0,0,0,0,0,0,
92639,0,0,1,13,0,13,0,Lake Forest
92640,0,1,0,0,0,0,0,
92641,1,0,0,0,0,0,0,
92644,1,0,0,0,0,0,0,
92646,4173,1409,4,17,10,27,1,Huntington Beach
92647,3146,1025,18,34,24,58,16,Huntington Beach
92648,4115,1664,25,85,7,92,26,Huntington Beach
92649,2849,1150,2,5,3,8,4,Huntington Beach
92650,3,0,0,0,0,0,0,
92651,3646,1495,12,34,0,34,20,Laguna Beach
92652,30,18,0,0,0,0,0,
92653,2933,943,9,17,33,50,2,Laguna Hills
92654,15,5,0,0,0,0,0,
92655,349,81,0,0,0,0,0,
92656,5359,1608,18,37,2,39,16,Aliso Viejo
92657,2416,958,10,15,2,17,9,Newport Beach
92658,78,34,0,0,0,0,0,
92659,23,14,0,0,0,0,0,
92660,4814,1901,92,167,24,191,48,Newport Beach
92661,302,125,0,0,0,0,0,
92662,252,93,0,0,0,0,0,
92663,2042,840,13,28,0,28,20,Newport Beach
92669,1,0,0,0,0,0,0,
92672,2813,1019,13,15,69,84,50,San Clemente
92673,3471,1292,6,3,31,34,22,San Clemente
92674,14,14,0,0,0,0,0,
92675,3050,1039,13,18,27,45,7,San Juan Capistrano
92676,197,69,0,0,0,0,0,
92677,7355,2290,10,15,5,20,0,Laguna Niguel
92678,22,13,0,0,0,0,0,
92679,4563,1510,1,1,0,1,0,Coto De Caza
92681,1,0,0,0,0,0,0,
92682,0,1,0,0,0,0,0,
92683,5242,1334,17,45,26,71,28,Westminster
92684,9,1,0,0,0,0,0,
92685,14,4,0,0,0,0,0,
92688,3793,1081,3,8,11,19,4,Rancho Santa Margarita
92690,22,16,0,0,0,0,0,
92691,3829,1124,5,1,46,47,17,Mission Viejo
92692,4905,1471,15,32,4,36,2,Mission Viejo
92693,5,3,0,0,0,0,0,
92694,5793,1777,24,43,8,51,4,Mission Viejo
92697,23,16,3,6,0,6,2,Irvine
92701,1032,204,34,51,80,131,34,Santa Ana
92702,3,2,0,0,0,0,0,
92703,1311,282,5,6,2,8,5,Santa Ana
92704,2466,594,7,6,20,26,10,Santa Ana
92705,4187,1326,17,219,23,242,12,Santa Ana
92706,1287,343,10,16,0,16,0,Santa Ana
92707,1312,325,12,28,0,28,8,Santa Ana
92708,5544,1703,17,24,40,64,24,Fountain Valley
92711,14,5,0,0,0,0,0,
92720,1,0,0,0,0,0,0,
92728,22,12,0,0,0,0,0,
92735,2,0,0,0,0,0,0,
92739,0,1,0,0,0,0,0,
92780,2641,700,42,67,80,147,6,Tustin
92781,22,10,0,0,0,0,0,
92782,4357,1292,12,11,20,31,2,Tustin
92799,13,3,0,0,0,0,0,
92801,2220,441,21,36,70,106,21,Anaheim
92802,1463,291,149,339,0,339,30,Anaheim
92803,8,3,1,2,0,2,0,Anaheim
92804,3205,666,6,39,0,39,0,Anaheim
92805,3073,696,41,76,49,125,16,Anaheim
92806,1823,486,20,70,26,96,23,Anaheim
92807,3703,1168,11,8,27,35,3,Anaheim
92808,2478,744,2,1,20,21,21,Anaheim
92809,7,6,0,0,0,0,0,
92811,3,3,0,0,0,0,0,
92812,8,3,0,0,0,0,0,
92814,4,1,0,0,0,0,0,
92815,3,4,0,0,0,0,0,
92816,8,2,0,0,0,0,0,
92817,13,4,0,0,0,0,0,
92821,3822,1100,20,67,54,121,17,Brea
92822,35,14,0,0,0,0,0,
92823,866,310,1,2,0,2,2,Brea
92829,0,1,0,0,0,0,0,
92831,2004,632,51,82,4,86,4,Fullerton
92832,1154,320,50,97,29,126,14,Fullerton
92833,4519,1111,11,20,4,24,0,Fullerton
92834,12,3,0,0,0,0,0,
92835,2750,861,7,10,0,10,1,Fullerton
92836,0,4,0,0,0,0,0,
92837,6,3,0,0,0,0,0,
92838,3,1,0,0,0,0,0,
92840,2443,551,6,14,36,50,6,Garden Grove
92841,1878,428,0,0,0,0,0,
92842,15,9,0,0,0,0,0,
92843,1915,431,1,2,0,2,2,Garden Grove
92844,1243,273,1,0,2,2,0,Garden Grove
92845,929,256,1,0,16,16,0,Garden Grove
92846,6,0,0,0,0,0,0,
92847,1,0,0,0,0,0,0,
92852,1,0,0,0,0,0,0,
92856,7,3,0,0,0,0,0,
92859,11,4,0,0,0,0,0,
92860,911,282,4,0,8,8,3,Norco
92861,782,295,0,0,0,0,0,
92863,20,9,0,0,0,0,0,
92865,1299,431,1,0,6,6,0,Orange
92866,596,192,8,15,0,15,0,Orange
92867,3071,1036,8,12,12,24,4,Orange
92868,1303,286,68,117,22,139,23,Orange
92869,2645,854,2,4,0,4,0,Orange
92870,3584,1083,5,7,1,8,1,Placentia
92871,9,5,0,0,0,0,0,
92872,1,0,0,0,0,0,0,
92877,19,11,0,0,0,0,0,
92878,768,84,1,2,0,2,2,Corona
92879,2040,527,10,10,11,21,9,Corona
92880,5936,1511,6,9,5,14,4,Corona
92881,2296,686,4,5,27,32,23,Corona
92882,3635,949,18,27,18,45,13,Corona
92883,3762,877,3,6,0,6,2,Corona
92885,14,4,0,0,0,0,0,
92886,5832,1875,16,30,22,52,6,Yorba Linda
92887,2388,796,2,5,3,8,4,Yorba Linda
93001,1572,480,21,62,8,70,17,Ventura
93002,19,7,1,2,0,2,2,Ventura
93003,2373,609,20,33,35,68,25,Ventura
93004,1351,338,5,10,0,10,2,Ventura
93005,2,1,0,0,0,0,0,
93006,16,11,0,0,0,0,0,
93007,4,2,0,0,0,0,0,
93009,0,0,2,5,0,5,3,Ventura
93010,2509,665,34,62,56,118,16,Camarillo
93011,33,12,0,0,0,0,0,
93012,2914,760,11,66,0,66,9,Camarillo
93013,800,207,7,28,2,30,3,Carpinteria
93014,12,2,0,0,0,0,0,
93015,628,106,3,8,1,9,0,Fillmore
93016,3,4,0,0,0,0,0,
93019,0,1,0,0,0,0,0,
93020,3,4,0,0,0,0,0,
93021,2721,794,94,174,12,186,2,Moorpark
93022,242,78,0,0,0,0,0,
93023,1303,454,11,67,16,83,22,Ojai
93024,20,4,0,0,0,0,0,
93030,1204,267,8,11,8,19,2,Oxnard
93031,10,6,0,0,0,0,0,
93032,2,2,0,0,0,0,0,
93033,1134,197,40,68,2,70,2,Oxnard
93034,15,0,0,0,0,0,0,
93035,1351,404,6,11,0,11,2,Oxnard
93036,1589,360,21,26,30,56,37,Oxnard
93040,76,4,0,0,0,0,0,
